1-cysPrx_C	80,189,172
Internalin_N	89,142,205
Intg_mem_TP0381	117,82,204
Intimin_C	191,85,177
Intron_maturas2	213,80,90
Ints3	101,201,66
Inv-AAD	191,70,187
InvH	181,216,84
Invas_SpaK	109,209,59
Invasin_D3	155,103,218
Involucrin	203,66,67
Involucrin2	171,91,186
Involucrin_N	229,136,64
Ion_trans	212,61,141
Ion_trans_2	72,141,189
Ion_trans_N	139,60,207
IpaB_EvcA	112,222,88
IpaC_SipC	183,88,205
IpgD	51,187,166
Ipi1_N	183,128,86
IreB	94,189,58
IrmA	219,144,89
Iron_permease	223,108,176
Iron_traffic	54,196,86
Iron_transport	191,92,65
Ish1	200,91,172
Iso_dh	109,54,206
Isochorismatase	144,224,70
IspA	94,226,156
IspD	113,223,84
Ist1	64,122,183
IstB_IS21	205,68,192
IstB_IS21_ATP	78,201,63
Isy1	178,172,57
Itfg2	198,164,57
IucA_IucC	221,104,121
Ivy	89,140,189
Iwr1	212,92,58
Izumo-Ig	56,54,198
JAB	72,107,179
JAKMIP_CC3	204,136,87
JAMP	181,65,79
JCAD	76,132,180
JHBP	52,61,199
JHD	86,218,184
JHY	221,87,185
JIP_LZII	202,106,221
JLPA	61,212,105
JMY	207,107,93
JSRP	51,201,186
JTB	81,164,195
JUPITER	154,195,61
Jacalin	206,86,58
Jag_N	208,75,223
Jagunal	112,187,72
Jak1_Phl	225,112,222
Jas	229,76,108
Jiraiya	114,220,81
Jiv90	112,226,65
JmjC	100,51,182
JmjN	81,210,204
Jnk-SapK_ap_N	221,141,101
Josephin	220,75,181
Joubert	86,190,51
Jun	199,87,175
K-box	111,187,62
K-cyclin_vir_C	119,75,191
K1	74,219,206
K1377	135,192,77
KA1	85,123,223
KAAG1	158,65,216
KAP	80,143,207
KAP_NTPase	74,192,200
KAR	64,184,85
KAR9	186,76,196
KASH	127,98,229
KASH_CCD	109,221,128
KAsynt_C_assoc	240,150,172
KBP_C	74,188,72
KCH	214,148,102
KCNQ2_u3	192,77,70
KCNQC3-Ank-G_bd	171,228,112
KCNQ_channel	70,219,179
KCT2	147,186,62
KDGP_aldolase	213,210,95
KDZ	226,85,150
KELK	186,75,181
KGG	138,193,53
KGK	132,190,60
KHA	85,195,89
KH_1	80,187,102
KH_10	77,98,205
KH_2	202,138,61
KH_4	210,54,170
KH_5	201,165,97
KH_6	51,192,82
KH_7	186,88,170
KH_8	207,172,77
KH_9	49,93,191
KH_dom-like	75,218,224
KI67R	126,204,91
KIAA1328	194,92,158
KIAA1430	54,153,212
KID	182,191,61
KIF1B	179,70,131
KIND	189,81,81
KIP1	221,179,99
KIX	86,77,193
KIX_2	60,208,225
KKLCAg1	139,47,181
KLRAQ	103,192,221
KMP11	161,67,216
KN17_SH3	91,212,159
KNOX1	88,195,188
KNOX2	86,211,217
KNTase_C	74,69,209
KN_motif	144,75,208
KOG2701	65,193,110
KORA	67,108,204
KOW	76,136,191
KR	66,209,188
KRAB	210,214,105
KRAP_IP3R_bind	211,59,53
KRBA1	208,140,90
KRE1	69,194,112
KRE9	222,82,124
KRTAP	179,144,89
KRTAP7	66,210,61
KRTDAP	79,113,182
KSHV_K1	198,51,153
KSHV_K8	48,103,191
KTI12	70,180,67
KTSC	120,207,66
K_channel_TID	78,196,119
K_oxygenase	81,213,119
K_trans	90,204,140
KaiA	100,209,202
KaiB	80,90,209
KapB	76,219,63
Katanin_con80	189,97,48
Kazal_1	192,83,156
Kazal_2	196,148,83
Kazal_3	98,197,62
KbaA	92,204,163
KcnmB2_inactiv	134,218,93
KdgM	162,193,60
KdgT	106,76,205
Kdo	64,86,229
Kdo_hydroxy	163,67,210
KdpA	220,180,109
KdpC	94,215,159
KdpD	180,144,84
KduI	88,187,158
Kei1	183,59,122
Kelch_1	184,90,139
Kelch_2	67,179,111
Kelch_3	189,159,53
Kelch_4	64,111,202
Kelch_5	187,103,54
Kelch_6	87,121,189
Keratin	132,211,77
Keratin_2_head	148,71,180
Keratin_2_tail	74,161,193
Keratin_B2	113,187,78
Keratin_B2_2	77,214,207
Keratin_assoc	85,226,135
Keratin_matx	194,162,66
Ketoacyl-synt_2	57,130,212
Ketoacyl-synt_C	215,78,102
KfrA_N	97,68,191
KfrB	192,117,79
KicB	204,216,93
KilA-N	181,86,147
Kin17_mid	83,170,189
KinB_sensor	188,90,145
Kinase-PPPase	67,201,159
Kinase-PolyVal	197,50,133
Kinase-like	107,81,190
Kindlin_2_N	165,60,198
Kinesin	178,194,67
Kinesin_assoc	84,50,195
Kinetochor_Ybp2	76,131,182
Kinin	215,59,159
Kinocilin	107,219,105
Kisspeptin	102,184,58
KleE	210,72,73
Knl1_RWD_C	85,59,212
KorB	91,219,126
KorB_C	80,214,111
Kp4	163,226,89
KptA_kDCL	84,83,204
Kre28	117,199,73
Kri1	218,64,94
Kri1_C	219,91,56
Kringle	116,69,195
Ku	188,110,60
Ku_C	217,73,74
Ku_N	226,67,89
Ku_PK_bind	172,97,208
Kunitz_BPTI	180,201,75
Kunitz_legume	164,64,211
Kv2channel	192,192,55
KxDL	73,51,196
L-fibroin	130,66,194
L1R_F9L	69,62,180
L27	59,98,196
L27_1	64,180,55
L27_2	213,101,62
L27_N	73,108,205
L31	58,52,179
L51_S25_CI-B8	105,188,48
L6_membrane	198,63,165
L71	60,198,178
LA-virus_coat	77,184,66
LAB_N	138,82,223
LAG1-DNAbind	76,219,120
LAGLIDADG_1	184,199,77
LAGLIDADG_2	95,198,209
LAGLIDADG_3	189,138,63
LAGLIDADG_WhiA	166,220,67
LAL_C2	78,129,189
LAMTOR	219,108,141
LAMTOR5	80,227,78
LAM_C	166,220,75
LANC_like	129,182,79
LAP1C	164,70,206
LAP2alpha	184,210,80
LAS2	213,79,94
LAT	203,133,68
LAT2	71,209,105
LAX	227,73,117
LBP_BPI_CETP	181,148,63
LBP_BPI_CETP_C	48,188,154
LBP_C	156,95,217
LBP_M	58,197,199
LBR_tudor	190,95,190
LCAT	189,59,71
LCCL	196,60,116
LCD1	78,98,181
LCE	218,101,190
LCE6A	102,90,205
LCIB_C_CA	92,200,179
LCM	94,159,219
LDB19	72,225,98
LD_cluster2	59,197,176
LD_cluster3	204,67,179
LDcluster4	109,84,222
LEAP-2	61,156,199
LEA_1	85,205,91
LEA_2	192,72,208
LEA_3	96,189,219
LEA_4	188,143,76
LEA_5	94,198,81
LEA_6	72,213,160
LEDGF	179,121,69
LEF-4	72,58,205
LEF-8	196,89,131
LEF-9	191,48,111
LEH	165,198,57
LELP1	183,192,95
LEM	200,60,131
LEP503	196,123,71
LETM1	191,51,105
LGFP	138,50,188
LGT	140,56,206
LHC	223,203,58
LHH	206,203,62
LIAS_N	199,81,70
LID	81,195,96
LIDHydrolase	84,85,227
LIFR_D2	191,79,222
LIFR_N	94,79,181
LIF_OSM	221,60,105
LIG3_BRCT	189,88,55
LIM	223,199,69
LIME1	93,160,210
LIM_bind	121,179,89
LIN37	206,100,156
LIN52	180,155,80
LINES_C	65,120,203
LINES_N	86,159,195
LIP	197,59,135
LIP1	202,77,96
LIX1	84,96,182
LKAAEAR	157,61,206
LLC1	195,99,203
LLGL	207,179,65
LMBR1	95,146,195
LMF1	83,130,202
LMP	59,69,193
LMSTEN	155,94,216
LMWPc	199,53,196
LMWSLP_N	129,88,192
LNP1	91,196,59
LNS2	110,91,193
LOB	212,67,109
LOH1CR12	210,126,100
LON_substr_bdg	213,96,191
LOR	227,155,97
LPAM_1	71,192,66
LPAM_2	184,161,69
LPD1	93,197,183
LPD11	90,75,202
LPD13	80,180,67
LPD14	196,104,80
LPD15	224,100,84
LPD16	60,189,180
LPD18	96,75,225
LPD22	123,207,73
LPD23	195,91,187
LPD24	92,137,189
LPD25	204,202,86
LPD26	78,72,179
LPD28	159,56,180
LPD29	190,222,104
LPD3	54,179,169
LPD30	192,90,164
LPD34	184,68,73
LPD37	55,192,119
LPD38	198,59,201
LPD39	188,165,56
LPD5	163,209,98
LPD7	186,200,58
LPG_synthase_TM	98,201,219
LPMO_10	131,60,198
LPP	130,93,212
LPP20	224,179,100
LRAT	224,158,112
LRIF1	182,180,72
LRR19-TM	91,126,191
LRRC37	60,195,217
LRRC37AB_C	202,56,84
LRRCT	53,178,196
LRRFIP	152,81,228
LRRNT	183,124,73
LRRNT_2	211,72,136
LRR_1	178,91,217
LRR_10	56,91,188
LRR_11	132,208,75
LRR_12	172,219,108
LRR_2	225,58,184
LRR_3	84,61,204
LRR_4	85,182,199
LRR_5	195,114,52
LRR_6	208,115,86
LRR_8	206,99,148
LRR_9	96,212,143
LRR_RI_capping	198,175,60
LRR_adjacent	148,215,98
LRS4	208,140,95
LRV	93,79,179
LRV_FeS	164,195,97
LSDAT_euk	153,56,183
LSDAT_prok	52,69,203
LSM	68,84,218
LSM14	68,124,183
LSM_int_assoc	213,63,171
LSPR	111,228,111
LSR	191,213,93
LST1	48,75,193
LT-IIB	68,168,225
LTD	71,205,221
LTP_2	156,54,182
LTV	214,83,94
LTXXQ	110,199,86
LUC7	197,223,98
LUD_dom	102,213,153
LURAP	83,227,58
LVIVD	216,99,170
LXG	97,225,172
LYRIC	51,155,187
LYTB	155,62,193
LZ3wCH	200,64,60
LZ_Tnp_IS481	93,211,191
LZ_Tnp_IS66	68,66,227
L_HMGIC_fpl	59,201,143
L_biotic_typeA	206,129,75
L_lac_phage_MSP	83,127,186
L_lactis_RepB_C	176,180,48
L_lactis_ph-MCP	93,209,114
L_protein_N	101,95,225
La	92,164,213
La_HTH_kDCL	120,86,210
LacAB_rpiB	93,178,74
LacI	66,188,63
LacY_symp	185,86,56
Lac_bphage_repr	228,206,68
Lact-deh-memb	94,65,202
Lact_bio_phlase	60,212,145
Lactamase_B	206,198,96
Lactamase_B_2	62,169,197
Lactamase_B_3	89,224,69
Lactamase_B_4	137,105,222
Lactamase_B_5	86,220,161
Lactamase_B_6	95,203,144
Lactate_perm	227,124,109
Lactococcin	59,182,45
Lactococcin_972	202,100,222
Lactonase	97,80,193
LamB	134,180,82
LamB_YcsF	225,96,106
Lambda_Bor	67,127,186
Lambda_CIII	69,74,190
Lambda_Kil	221,107,88
Lambda_tail_I	197,225,109
Laminin_B	151,95,197
Laminin_EGF	188,73,193
Laminin_G_1	89,113,220
Laminin_G_2	118,179,62
Laminin_G_3	93,162,213
Laminin_I	114,183,60
Laminin_II	217,223,90
Laminin_N	152,189,72
Lamp	202,64,110
Lamprin	70,221,77
Lant_dehydr_C	107,223,113
Lant_dehydr_N	219,60,229
Lantibiotic_a	140,86,183
LapA_dom	129,84,199
LapD_MoxY_N	47,56,181
Laps	91,228,201
Lar_N	184,132,80
Lar_restr_allev	165,179,71
Las1	136,50,195
Latarcin	184,202,74
Late_protein_L1	195,97,150
Late_protein_L2	95,170,227
Laterosporulin	95,211,145
Latexin	138,99,214
Latrophilin	64,78,180
Latrotoxin_C	167,58,184
Lbh	90,181,131
LcnG-beta	54,92,196
LcrG	168,103,208
LcrR	79,208,186
LcrV	90,204,51
Ldh_1_C	94,219,97
Ldh_1_N	205,51,142
Ldh_2	125,220,90
Ldi	225,59,208
Ldl_recept_a	46,180,64
Ldl_recept_b	189,94,81
LdpA_C	136,64,202
Ldr_toxin	180,160,89
Ldt_C	206,224,81
Leader_CPA1	61,204,94
Leader_Erm	77,190,66
Leader_Thr	69,138,226
Leader_Trp	203,129,59
Lebercilin	181,120,45
Lectin_C	143,224,97
Lectin_C_term	134,186,92
Lectin_N	96,221,224
Lectin_leg-like	57,109,216
Lectin_legB	117,99,200
Lectin_like	50,179,189
Leg1	65,225,201
LegC3_N	59,184,103
Legionella_OMP	198,79,87
LemA	187,93,81
Lem_TRP	221,106,62
Lenti_VIF_2	203,99,86
Lentiviral_Tat	60,135,195
Lentivirus_VIF	159,93,189
Leo1	149,51,190
LepA_C	66,196,212
LepB_GAP_C	99,127,220
LepB_GAP_N	225,193,96
LepB_N	221,106,57
Lep_receptor_Ig	85,140,190
Leptin	109,88,215
LeuA_dimer	182,95,71
Leu_Phe_trans	67,220,156
Leu_leader	164,85,212
Leu_zip	185,67,145
Leucyl-specific	88,214,184
Leuk-A4-hydro_C	192,54,89
Leukocidin	214,100,61
Levi_coat	203,142,73
LexA_DNA_bind	210,53,189
Lge1	85,166,200
Lgl_C	200,52,182
LicD	184,165,54
LidA_Long_CC	166,105,218
LigA	221,119,101
LigB	202,182,53
LigD_N	68,199,62
LigT_PEase	169,79,203
Lig_C	81,74,179
Lig_chan	180,85,60
Lig_chan-Glu_bd	130,210,71
Ligase_CoA	184,103,76
Limkain-b1	63,58,184
Lin-8	96,198,116
Lin0512_fam	100,206,85
Linker_histone	64,85,193
Linocin_M18	89,100,181
Lip_A_acyltrans	95,219,149
Lip_prot_lig_C	172,62,213
Lipase	92,212,97
Lipase3_N	83,199,92
Lipase_2	176,191,89
Lipase_3	228,97,85
Lipase_C	215,83,218
Lipase_GDSL	151,210,92
Lipase_GDSL_2	116,68,184
Lipase_GDSL_3	88,183,75
Lipase_GDSL_lke	191,62,59
Lipase_bact_N	86,162,201
Lipase_chap	83,72,198
Lipid_DES	189,139,73
Lipid_bd	198,205,100
Lipin_N	180,219,80
Lipin_mid	180,60,63
Lipl32	130,77,180
Lipocalin	200,180,86
Lipocalin_2	224,192,76
Lipocalin_3	205,215,106
Lipocalin_4	132,84,199
Lipocalin_5	187,88,47
Lipocalin_7	191,112,72
Lipocalin_8	103,211,145
Lipocalin_9	186,93,225
Lipoprot_C	47,68,181
Lipoprotein_1	85,212,92
Lipoprotein_10	77,110,203
Lipoprotein_11	180,181,47
Lipoprotein_15	90,125,194
Lipoprotein_16	180,167,75
Lipoprotein_17	175,76,189
Lipoprotein_18	83,187,99
Lipoprotein_19	227,193,95
Lipoprotein_2	92,225,156
Lipoprotein_20	192,195,95
Lipoprotein_21	171,202,54
Lipoprotein_22	95,120,202
Lipoprotein_3	85,212,199
Lipoprotein_6	89,141,195
Lipoprotein_7	102,183,47
Lipoprotein_8	182,122,59
Lipoprotein_9	162,197,97
Lipoprotein_Ltp	178,52,170
Lipoprotein_X	160,72,223
Lipoxygenase	146,64,211
Lir1	220,114,108
LisH	62,168,203
LisH_2	199,145,50
LisH_TPL	111,209,58
LktC	101,208,91
LmjF365940-deam	76,149,213
LnmK_N_HDF	82,138,225
LodA_C	225,56,99
LodA_N	189,96,94
LolA	84,160,208
LolA_2	94,206,75
LolA_like	189,100,83
LolB	160,204,77
Lon_2	79,53,190
Lon_C	172,181,60
Longin	192,110,59
Longin_2	62,214,92
Loricrin	144,66,189
LpoB	175,59,210
Lpp-LpqN	96,213,190
LppA	170,96,229
LppC	98,215,218
LppX_LprAFG	181,83,98
LpqV	63,161,222
LprI	150,179,83
LptC	221,128,98
LptD	191,116,92
LptE	72,88,209
LptF_LptG	210,70,87
LpxB	98,197,79
LpxC	186,89,96
LpxD	221,72,81
LpxI_C	65,228,63
LpxI_N	214,70,136
LpxK	227,87,78
LrgA	199,98,143
LrgB	169,224,108
LsmAD	144,73,224
Lsm_C	215,152,106
Lsm_interact	94,210,207
Lsr2	207,75,68
LssY_C	171,114,228
LtrA	67,220,169
LtuA	130,224,84
LtuB	152,72,227
Luciferase_3H	221,56,143
Luciferase_N	73,195,103
Luciferase_cat	141,211,54
Lum_binding	107,211,72
Lumazine_bd_2	125,211,94
Lung_7-TM_R	188,159,50
LupA	93,139,216
Lustrin_cystein	78,74,202
Luteo_P1-P2	208,94,130
Luteo_PO	58,116,185
Luteo_Vpg	224,108,58
Luteo_coat	187,73,147
LuxC	80,197,132
LuxE	51,195,134
LuxQ-periplasm	92,58,190
LuxS	62,183,207
LuxT_C	194,166,50
Ly-6_related	192,141,69
Ly49	80,177,211
Lyase_1	217,92,141
Lyase_8	71,169,202
Lyase_8_C	99,228,81
Lyase_8_N	166,211,102
Lyase_N	88,214,125
Lyase_aromatic	182,133,62
Lyase_catalyt	91,50,180
Lycopene_cycl	212,80,200
LydB	173,85,208
Lys	135,102,223
Lys-AminoMut_A	179,61,159
LysE	198,75,167
LysM	200,86,203
LysR_substrate	55,136,195
Lys_export	126,216,67
Lysine_decarbox	86,184,105
Lysis_col	202,94,176
Lysozyme_like	77,109,204
Lysyl_oxidase	147,50,191
LytB_WW	62,107,181
LytR_C	116,196,86
LytR_cpsA_psr	212,80,62
LytTR	207,76,174
Lyx_isomer	210,82,184
Lzipper-MIP1	187,112,49
M	174,67,182
M-factor	225,177,92
M-inducer_phosp	57,201,72
M11L	122,74,184
M157	72,204,175
M16C_assoc	192,173,82
M20_dimer	218,154,97
M3	93,195,67
M60-like_N	56,182,155
M64_N	60,139,206
MA-Mit	74,70,202
MA3	184,179,80
MAAL_C	220,64,120
MAAL_N	88,164,204
MACPF	62,138,198
MAD	125,188,74
MADF_DNA_bdg	167,73,199
MAF_flag10	70,203,210
MAGE	156,196,74
MAGE_N	202,73,142
MAGI_u1	207,94,202
MAGI_u5	71,76,186
MAGP	81,201,209
MAGSP	53,187,58
MAGUK_N_PEST	180,225,107
MAJIN	55,210,68
MALT1_Ig	86,181,115
MAM	191,94,170
MAM1	48,183,100
MAM33	72,88,220
MANEC	181,184,81
MAP	79,187,78
MAP17	69,76,205
MAP1B_neuraxin	198,51,198
MAP2_projctn	189,83,140
MAP65_ASE1	202,202,99
MAP7	59,226,217
MAP70	214,148,68
MAPEG	155,76,210
MAPKK1_Int	195,200,98
MARCKS	198,60,228
MARVEL	204,66,137
MAR_sialic_bdg	205,102,118
MAS20	222,68,68
MASE1	210,153,97
MASE2	223,177,75
MASE3	153,219,90
MASE4	207,147,71
MASE5	50,181,73
MAT1	98,200,172
MAT1-1-2	222,228,79
MATH	147,200,63
MATalpha_HMGbox	198,78,161
MBA1	166,197,55
MBD	193,88,89
MBD_C	75,183,163
MBDa	125,221,101
MBF1	69,209,53
MBF2	165,199,86
MBG	212,151,68
MBG_2	67,216,162
MBOAT	116,79,215
MBOAT_2	96,197,109
MBR1	217,57,78
MBT	149,85,204
MC1	143,207,70
MCC-bdg_PDZ	93,183,199
MCCD1	84,129,206
MCD	132,179,71
MCD_N	123,85,181
MCH	197,58,89
MCLC	61,196,153
MCM	54,193,154
MCM2_N	180,86,123
MCM3AP_GANP	187,82,202
MCM6_C	74,179,175
MCM_N	162,78,212
MCM_OB	121,80,221
MCM_bind	194,189,50
MCM_lid	188,218,73
MCPVI	162,188,74
MCPsignal	104,174,223
MCR	65,112,184
MCRA	191,170,75
MCRS_N	192,60,142
MCR_C	94,198,117
MCR_D	75,227,193
MCR_alpha	99,218,175
MCR_alpha_N	52,192,186
MCR_beta	135,208,86
MCR_beta_N	64,195,123
MCR_gamma	224,190,90
MCU	88,214,167
MDD_C	223,140,106
MDFI	120,69,206
MDH	64,114,217
MDM1	79,200,82
MDM10	184,173,67
MDM31_MDM32	67,216,195
MDMPI_C	69,145,202
MDMPI_N	214,107,221
MEA1	124,185,77
MEDS	198,120,52
MEF2_binding	73,222,90
MEIOC	57,162,200
MEKHLA	59,142,212
MENTAL	69,226,187
META	178,55,104
MFA1_2	178,72,92
MFAP1	104,206,223
MFMR	99,91,188
MFMR_assoc	78,226,202
MFP2b	67,183,60
MFS18	211,92,163
MFS_1	193,224,74
MFS_1_like	95,60,195
MFS_2	68,198,83
MFS_3	80,62,217
MFS_4	140,58,194
MFS_5	56,198,194
MFS_MOT1	88,65,209
MFS_Mycoplasma	221,199,88
MF_alpha	100,205,194
MF_alpha_N	82,211,120
MG1	220,83,160
MG2	81,194,221
MG3	108,188,220
MG4	206,96,104
MGAT2	84,205,52
MGC-24	55,216,71
MGDG_synth	190,187,76
MGS	97,202,71
MGTL	94,182,217
MH1	166,191,90
MH2	58,191,82
MHB	189,53,163
MHC2-interact	181,208,98
MHC_I	218,107,151
MHC_II_alpha	82,226,102
MHC_II_beta	65,59,225
MHC_I_2	196,59,74
MHC_I_3	215,221,68
MHC_I_C	193,210,81
MHCassoc_trimer	86,182,139
MHYT	57,112,199
MIB_HERC2	193,76,127
MICSWaP	64,186,84
MID_MedPIWI	101,217,160
MID_pPIWI_RE	197,150,98
MIEAP	84,112,185
MIF	190,216,106
MIF4G	102,214,123
MIF4G_like	195,161,54
MIF4G_like_2	180,135,59
MIG-14_Wnt-bd	202,172,80
MIIP	196,189,52
MINDY_DUB	194,66,207
MIOX	103,206,214
MIP	105,207,228
MIP-T3	155,88,189
MIP-T3_C	75,207,94
MIR	183,82,105
MIS13	163,195,79
MISS	156,200,98
MIT	179,57,188
MITF_TFEB_C_3_N	83,186,165
MIT_C	192,88,210
MIT_LIKE_ACTX	111,85,223
MIX	85,225,104
MIase	214,164,56
MJ1316	77,206,175
MKLP1_Arf_bdg	193,63,84
MKRN1_C	219,93,226
MKT1_C	149,49,197
MKT1_N	95,197,88
MLANA	183,126,62
MLD	68,196,222
MLIP	100,179,63
MLTD_N	190,56,158
MLTR_LBD	59,76,223
MLVIN_C	208,54,213
MMACHC	219,73,127
MMADHC	157,87,216
MMM1	209,226,86
MMPL	228,109,193
MMR1	173,202,101
MMR_HSR1	105,180,226
MMR_HSR1_C	73,200,56
MMR_HSR1_Xtn	71,61,188
MMS19_C	45,83,180
MMS19_N	45,117,179
MMS1_N	84,206,126
MMS22L_C	164,62,215
MMS22L_N	193,220,85
MMTV_SAg	77,195,229
MMU163	71,192,64
MM_CoA_mutase	67,86,223
MMgT	178,84,121
MMtag	86,183,92
MNE1	80,204,76
MNHE	74,164,192
MNNL	203,142,54
MNR	181,55,77
MNSV_P7B	125,62,188
MOEP19	219,67,89
MOFRL	199,210,101
MOLO1	187,92,223
MOR2-PAG1_C	191,202,58
MOR2-PAG1_N	190,181,79
MOR2-PAG1_mid	137,50,181
MORN	197,175,50
MORN_2	215,114,88
MOSC	96,194,162
MOSC_N	209,103,209
MOSP_C	205,104,211
MOSP_N	224,218,63
MOZART1	215,87,80
MOZART2	72,215,176
MOZ_SAS	180,107,76
MP	91,189,112
MPC	66,133,208
MPDZ_u10	180,63,119
MPLKIP	92,135,184
MPM1	183,189,76
MPP6	75,207,90
MPS-4	199,79,79
MPS2	210,128,66
MPTase-PolyVal	219,83,127
MRAP	199,74,109
MRC1	68,106,224
MREG	183,73,46
MRFAP1	51,193,201
MRF_C1	77,165,197
MRF_C2	64,218,133
MRG	215,213,85
MRI	71,215,213
MRJP	102,221,216
MRNIP	52,194,129
MRP	178,215,75
MRP-63	82,183,141
MRP-L20	84,215,105
MRP-L27	186,225,104
MRP-L28	188,70,228
MRP-L46	186,79,122
MRP-L47	187,211,76
MRP-L51	100,207,190
MRP-S22	162,52,193
MRP-S23	203,155,93
MRP-S24	52,141,181
MRP-S25	86,84,217
MRP-S26	99,217,195
MRP-S27	118,207,59
MRP-S28	158,216,98
MRP-S31	68,215,207
MRP-S32	125,91,183
MRP-S33	201,219,102
MRP-S34	181,48,145
MRP-S35	156,227,76
MRPL52	122,74,218
MRP_L53	88,217,85
MRVI1	216,94,167
MR_MLE_C	191,184,94
MR_MLE_N	63,73,226
MSA-2c	60,189,134
MSA_2	77,202,200
MSC	99,118,200
MSG	200,80,198
MSL1_dimer	194,85,98
MSL2-CXC	186,106,59
MSP	51,193,53
MSP1_C	195,135,70
MSP1a	115,99,211
MSP1b	201,206,63
MSP7_C	189,64,167
MSSP	135,219,94
MSV199	208,65,111
MS_channel	177,58,210
MT	188,94,66
MT-A70	96,79,215
MT0933_antitox	203,70,200
MTABC_N	115,229,64
MTA_R1	197,71,65
MTBP_C	180,107,49
MTBP_N	77,188,137
MTBP_mid	52,182,188
MTCP1	222,98,153
MTD	78,119,202
MTES_1575	67,112,188
MTH865	185,48,103
MTHFR	209,76,219
MTHFR_C	202,216,69
MTP18	199,65,168
MTS	99,227,110
MTS_N	207,199,64
MTTB	114,192,53
MU117	77,179,75
MU2_FHA	75,102,208
MUG113	202,56,222
MULE	197,53,186
MVIN	58,92,194
MVL	113,185,50
MVP_shoulder	205,100,117
MWFE	110,92,226
MYCBPAP	115,94,194
MYEOV2	94,222,134
MYO10_CC	216,171,79
MYT1	74,181,163
M_domain	167,88,184
MaAIMP_sms	78,123,205
Mab-21	67,220,171
Mac	188,228,87
Mac-1	216,156,77
MacB_PCD	79,76,190
Mac_assoc	98,179,48
Macin	139,209,62
Macoilin	93,180,58
Macro	65,211,62
Macro_2	212,56,103
Macscav_rec	192,147,56
Mad3_BUB1_I	212,59,106
Mad3_BUB1_II	59,93,204
Mad3_BUB1_I_2	55,183,135
MadL	195,86,115
MadM	195,55,85
Maelstrom	179,102,47
Maf	95,172,208
Maf1	189,169,60
MafB	91,223,208
MafB19-deam	82,82,180
Maf_N	101,204,143
Maff2	200,121,83
Mago-bind	96,92,224
Mago_nashi	221,156,86
Mak10	210,95,146
Mak16	113,86,213
Mak_N_cap	207,92,162
MalF_P2	70,78,225
MalM	183,69,207
Mal_decarbox_Al	211,91,148
Malate_DH	182,115,81
Malate_synthase	84,70,202
Malectin	75,131,212
Malectin_like	168,94,190
Malic_M	222,99,188
Malt_amylase_C	201,105,83
MamL-1	129,186,79
Man-6-P_recep	106,202,95
Mannitol_dh	221,155,56
Mannitol_dh_C	196,64,94
MannoseP_isomer	53,184,51
Mannosidase_ig	183,72,104
Mannosyl_trans	210,63,106
Mannosyl_trans2	210,60,98
Mannosyl_trans3	221,157,96
Mannosyl_trans4	167,193,52
MaoC_dehydrat_N	215,186,64
MaoC_dehydratas	218,129,86
MapZ_C2	164,196,89
MapZ_EC1	194,72,49
MarB	68,227,140
MarC	193,77,191
MarR	60,185,86
MarR_2	46,89,185
Marek_A	199,113,79
Marek_SORF3	181,95,50
Mastoparan	178,47,83
Mastoparan_2	227,138,112
MatB	68,174,196
MatC_N	101,217,181
MatE	187,69,173
MatK_N	190,67,125
MatP	194,76,199
MatP_C	85,211,59
Mating_C	209,94,110
Mating_N	96,110,219
Matrilin_ccoil	187,91,90
Matrix	95,181,205
MauE	177,83,181
MauJ	91,203,110
MazE_antitoxin	223,160,66
MazG	108,183,90
MazG-like	200,96,198
MazG_C	185,65,144
MbeB_N	56,187,180
MbeD_MobD	111,89,188
MbtH	212,165,97
MccV	89,225,186
Mce4_CUP1	211,54,103
MciZ	228,62,213
Mcl1_mid	95,58,205
Mcm10	202,72,210
Mcp5_PH	97,115,207
McrBC	121,81,206
MctB	136,75,201
McyA_C	214,132,76
MdcE	94,210,187
MdcG	207,80,184
MdoG	217,94,162
Mdv1	126,199,97
Me-amine-dh_H	203,53,153
Me-amine-dh_L	217,159,101
MeMO_Hyd_G	180,75,46
MeaB	192,203,97
MecA	223,128,101
MecA_N	226,116,74
Meckelin	77,132,213
Med1	104,193,226
Med10	82,101,179
Med11	119,77,221
Med12	210,170,100
Med12-LCEWAV	96,203,112
Med12-PQL	169,182,63
Med13_C	195,57,80
Med13_N	99,145,214
Med14	214,96,72
Med15	86,98,194
Med15_fungi	180,90,49
Med16	219,95,179
Med17	66,56,215
Med18	175,208,99
Med19	97,204,98
Med2	190,64,94
Med20	219,117,63
Med21	70,216,221
Med22	145,87,182
Med23	141,109,228
Med24_N	229,62,169
Med25	193,174,60
Med25_NR-box	72,181,154
Med25_SD1	72,188,212
Med25_VWA	221,92,88
Med26	68,217,104
Med26_C	75,211,137
Med26_M	78,218,167
Med27	77,179,196
Med28	67,140,178
Med29	82,112,178
Med3	194,57,188
Med30	58,198,193
Med31	87,199,141
Med4	194,101,215
Med5	74,118,223
Med6	169,56,191
Med7	185,220,106
Med8	99,222,113
Med9	227,95,156
Megourin	119,89,185
Mei4	206,201,64
Mei5	191,224,87
Mei5_like	226,110,59
Meiosis_expr	187,61,109
Meiotic_rec114	79,203,176
Meis_PKNOX_N	143,217,60
MelC1	182,64,58
Meleagrin	206,74,99
Melibiase	74,185,172
Melibiase_2	186,142,93
