1-cysPrx_C	159,78,55	#9f4e37
EAD1	52,73,116	#344974
EAD10	32,61,120	#203d78
EAD11	90,149,61	#5a953d
EAD2	40,67,119	#284377
EAD4	145,92,77	#915c4d
EAD5	59,78,114	#3b4e72
EAD6	57,97,178	#3961b2
EAD7	55,90,160	#375aa0
EAD8	31,61,118	#1f3d76
EAD9	162,82,59	#a2523b
EAF	148,69,47	#94452f
EAGR_box	223,102,68	#df6644
EAL	80,83,166	#5053a6
EAP30	197,202,111	#c5ca6f
EAR	164,103,86	#a46756
EAV_GP5	216,97,65	#d86141
EAV_GS	218,112,82	#da7052
EB	116,148,70	#749446
EB1	139,72,53	#8b4835
EB1_binding	137,61,40	#893d28
EBA-175_VI	147,94,79	#935e4f
EBP	154,77,56	#9a4d38
EBP50_C	117,45,132	#752d84
EBV-NA1	212,137,116	#d48974
EBV-NA3	152,70,48	#984630
EB_dh	91,62,120	#5b3e78
EC042_2821	131,218,132	#83da84
ECD	95,71,119	#5f4777
ECF-ribofla_trS	94,149,157	#5e959d
ECF_trnsprt	70,143,152	#468f98
ECH_1	218,72,181	#da48b5
ECH_2	182,201,73	#b6c949
ECM1	157,77,55	#9d4d37
ECM10	205,94,63	#cd5e3f
ECM11	210,98,67	#d26243
ECM29_N	112,164,87	#70a457
ECPIP	151,67,44	#97432c
ECR1_N	87,62,209	#573ed1
ECR1_N_2	87,61,209	#573dd1
ECSCR	166,79,55	#a64f37
ECSIT	168,223,74	#a8df4a
ECSIT_C	146,74,55	#924a37
ECSIT_N	160,223,129	#a0df81
ECT2_BRCT0	115,67,165	#7343a5
ECT2_PH	45,39,136	#2d2788
EDC4_C	151,215,121	#97d779
EDR1	181,71,129	#b54781
EDR1_CTR1_ARMC3_pept	44,139,37	#2c8b25
EDR2_C	162,96,78	#a2604e
EDR4-like_1st	209,108,80	#d16c50
EDRF1_N	117,199,119	#75c777
EDS1_EP	153,100,85	#996455
EELM2	220,132,107	#dc846b
EEP_ig-like	82,44,120	#522c78
EF-1_beta_acid	210,95,63	#d25f3f
EF-G-binding_N	215,103,72	#d76748
EF-G_D2	139,165,101	#8ba565
EF-hand_1	59,130,156	#3b829c
EF-hand_10	132,204,230	#84cce6
EF-hand_11	87,137,155	#57899b
EF-hand_12	99,149,167	#6395a7
EF-hand_13	65,134,158	#41869e
EF-hand_14	61,133,158	#3d859e
EF-hand_15	91,176,206	#5bb0ce
EF-hand_2	95,142,159	#5f8e9f
EF-hand_3	95,182,212	#5fb6d4
EF-hand_4	64,143,170	#408faa
EF-hand_5	59,125,149	#3b7d95
EF-hand_6	80,177,211	#50b1d3
EF-hand_7	115,184,209	#73b8d1
EF-hand_8	90,187,222	#5abbde
EF-hand_9	91,140,157	#5b8c9d
EF-hand_FSTL1	70,136,159	#46889f
EF-hand_PLCG1	60,120,142	#3c788e
EF-hand_PLCG2	90,179,211	#5ab3d3
EF-hand_Zip	94,195,230	#5ec3e6
EF-hand_like	82,180,214	#52b4d6
EF1G	217,112,84	#d97054
EF1_GNE	205,124,101	#cd7c65
EFF-AFF	147,201,65	#93c941
EFG_C	143,37,107	#8f256b
EFG_II	217,213,86	#d9d556
EFG_III	155,81,130	#9b5182
EFG_IV	73,119,208	#4977d0
EFP	151,37,185	#9725b9
EFP_N	85,182,85	#55b655
EFR3	99,166,66	#63a642
EFR3_ARM	91,155,60	#5b9b3c
EFTUD2	197,128,109	#c5806d
EF_0837-like_N	221,176,123	#ddb07b
EF_EFCAB10_C	87,191,228	#57bfe4
EF_HD	203,103,75	#cb674b
EF_TS	200,132,114	#c88472
EF_assoc_1	213,97,65	#d56141
EF_assoc_2	83,134,153	#538699
EFhand_Ca_insen	68,139,165	#448ba5
EGF	122,72,141	#7a488d
EGF_2	142,74,168	#8e4aa8
EGF_3	149,88,172	#9558ac
EGF_4	124,73,142	#7c498e
EGF_CA	197,119,225	#c577e1
EGF_Hmr-1	187,58,235	#bb3aeb
EGF_LRP2	118,43,146	#762b92
EGF_MSP1_1	175,91,206	#af5bce
EGF_PEAR1L	183,70,225	#b746e1
EGF_Tenascin	139,50,172	#8b32ac
EGF_Teneurin	123,68,144	#7b4490
EGF_alliinase	184,108,212	#b86cd4
EGF_integrin	188,68,232	#bc44e8
EGL-1	198,98,71	#c66247
EHD_N	205,128,107	#cd806b
EHMT1-2_CRR	143,88,73	#8f5849
EHN	70,157,134	#469d86
EH_Signature	200,96,68	#c86044
EI24	152,97,82	#986152
EIAV_GP90	220,114,84	#dc7254
EIAV_Rev	200,91,61	#c85b3d
EIF3E_C	204,101,72	#cc6548
EIF3I	161,59,92	#a13b5c
EIF4E-T	141,63,41	#8d3f29
EIF_2_alpha	209,126,103	#d17e67
EII-GUT	209,129,107	#d1816b
EII-Sor	208,97,67	#d06143
EIIA-man	217,192,61	#d9c03d
EIIBC-GUT_C	145,93,78	#915d4e
EIIBC-GUT_N	151,69,47	#97452f
EIIC-GAT	139,83,68	#8b5344
EIID-AGA	140,64,43	#8c402b
EIN3	194,65,74	#c2414a
EIN3_DNA-bd	158,100,84	#9e6454
EKAL	155,99,84	#9b6354
EKLF_TAD1	142,67,46	#8e432e
EKLF_TAD2	149,70,48	#954630
EKR	196,91,62	#c45b3e
ELAPOR1_C	150,70,48	#964630
ELF	225,136,111	#e1886f
ELFN_Fn3	124,91,156	#7c5b9c
ELFV_dehydrog	164,78,94	#a44e5e
ELFV_dehydrog_N	96,160,89	#60a059
ELH	154,75,53	#9a4b35
ELK	204,136,117	#cc8875
ELL	202,209,105	#cad169
ELM2	145,89,73	#915949
ELMO_ARM	81,142,52	#518e34
ELMO_CED12	149,71,49	#954731
ELO	212,129,106	#d4816a
ELP3_N	213,96,64	#d56040
ELP6	51,179,215	#33b3d7
ELYS	89,148,60	#59943c
ELYS-bb	215,117,149	#d77595
EMA	201,132,114	#c98472
EMC1_C	156,93,76	#9c5d4c
EMC3_TMCO1	42,107,180	#2a6bb4
EMC4	211,99,68	#d36344
EMC6	138,103,27	#8a671b
EMC6_arch	145,109,33	#916d21
EMC7_beta-sandw	105,58,144	#693a90
EME1-MUS81_C	127,76,161	#7f4ca1
EMG1	81,162,171	#51a2ab
EMI	206,93,62	#ce5d3e
EMP24_GP25L	222,183,62	#deb73e
EMP70	201,120,97	#c97861
ENCP4	188,174,79	#bcae4f
ENOD40	204,123,101	#cc7b65
ENOD93	164,76,51	#a44c33
ENOX1	206,95,64	#ce5f40
ENT	224,137,114	#e08972
ENTH	108,148,88	#6c9458
EOS1	222,105,72	#de6948
EP400_N	200,104,77	#c8684d
EPCAM-Trop-2_C	161,82,61	#a1523d
EPF	158,104,89	#9e6859
EPH_SAM	133,83,140	#85538c
EPL1	155,102,88	#9b6658
EPOP	201,92,61	#c95c3d
EPO_TPO	113,228,223	#71e4df
EPS8_2nd	142,39,151	#8e2797
EPSP_synthase	217,213,85	#d9d555
EPTP	136,50,78	#88324e
EPV_E5	218,99,66	#da6342
ER	209,125,102	#d17d66
ER-remodelling	201,168,51	#c9a833
ERAP1_C	115,60,169	#733ca9
ERCC3_RAD25_C	95,184,208	#5fb8d0
ERCC4	72,204,74	#48cc4a
ERF	165,105,88	#a56958
ERG2_Sigma1R	107,132,179	#6b84b3
ERG4_ERG24	102,206,88	#66ce58
ERGIC_N	145,75,55	#914b37
ERK-JNK_inhib	156,76,54	#9c4c36
ERM	104,219,225	#68dbe1
ERMP1-TM	216,140,118	#d88c76
ERMP1_C	163,69,49	#a34531
ERM_C	71,70,121	#474679
ERM_helical	221,107,76	#dd6b4c
ERO1	155,78,56	#9b4e38
ER_lumen_recept	163,105,119	#a36977
ERbeta_N	207,137,118	#cf8976
ERp29	214,142,122	#d68e7a
ERp29_N	129,52,38	#813426
ESAG1	163,105,90	#a3695a
ESCRT-II	139,144,70	#8b9046
ESF1	138,71,53	#8a4735
ESM4	224,107,74	#e06b4a
ESP	166,78,54	#a64e36
ESPR	207,130,109	#cf826d
ESR1_C	218,137,114	#da8972
ESSS	218,131,107	#da836b
EST1	96,167,62	#60a73e
EST1-like_DNA_bind	88,151,57	#589739
EST1_DNA_bind	166,228,136	#a6e488
ESX-1_EspG	200,99,71	#c86347
ET	204,106,79	#cc6a4f
ETAA1	144,91,76	#905b4c
ETC_C1_NDUFA4	204,70,157	#cc469d
ETC_C1_NDUFA5	220,100,66	#dc6442
ETF	147,109,179	#936db3
ETFQO_UQ-bd	165,68,86	#a54456
ETF_QO	170,87,137	#aa5789
ETF_alpha	111,66,74	#6f424a
ETM	156,102,87	#9c6657
ETRAMP	136,84,69	#885445
ETS_PEA3_N	204,135,115	#cc8773
ETX_MTX2	82,35,153	#522399
EURL	223,107,75	#df6b4b
EVA_Class_A	216,99,66	#d86342
EVC2_like	139,70,51	#8b4633
EVE	174,146,84	#ae9254
EVH1_PP4R3	65,56,182	#4138b6
EVI2A	222,137,113	#de8971
EXOC6_Sec15_N	139,229,95	#8be55f
EXOSC1	114,26,140	#721a8c
EXPB1_D1	48,110,80	#306e50
EXS	56,30,159	#381e9f
EZH2_N	201,130,111	#c9826f
EZH2_WD-Binding	151,95,80	#975f50
E_Pc_C	162,74,50	#a24a32
E_motif	103,170,70	#67aa46
E_raikovi_mat	223,139,115	#df8b73
Ead_Ea22	211,137,116	#d38974
Eaf7	223,141,118	#df8d76
EamA	164,103,64	#a46740
Eap1	159,71,47	#9f472f
Eapp_C	164,85,64	#a45540
EarP	136,81,65	#885141
Eas	138,89,75	#8a594b
Ebola-like_HR1-HR2	207,137,117	#cf8975
Ebola_NP	184,66,166	#b842a6
Ebp1_C	127,187,47	#7fbb2f
Ebp2	209,97,66	#d16142
EbsA	73,69,132	#494584
EcKL	52,188,47	#34bc2f
EcKinase	82,203,68	#52cb44
EccD	225,141,117	#e18d75
EccE	222,132,107	#de846b
Ecl1	226,139,115	#e28b73
Eclosion	159,71,47	#9f472f
Ecm29	61,110,216	#3d6ed8
Ecm33	217,138,115	#d98a73
Eco57I	111,51,63	#6f333f
EcoEI_R_C	221,111,80	#dd6f50
EcoR124_C	146,72,51	#924833
EcoRI	59,166,61	#3ba63d
EcoRII-C	78,207,81	#4ecf51
EcoRII-N	83,116,74	#53744a
EcoRI_methylase	148,96,82	#946052
Ecotin	219,144,123	#db907b
EcpB_C	92,63,122	#5c3f7a
EcsB	218,107,76	#da6b4c
EcsC	201,95,65	#c95f41
Ectatomin	214,127,103	#d67f67
Ectoine_synth	225,176,81	#e1b051
Edc3_linker	226,112,81	#e27051
Effector_1	145,72,52	#914834
Efg1	149,96,82	#956052
Egg_lysin	205,92,61	#cd5c3d
Egh16-like	151,97,82	#976152
EhRGS-RhoGEF_PH-like	48,41,135	#302987
EhaL	145,65,43	#91412b
Ehbp	159,102,87	#9f6657
Ehrlichia_rpt	150,77,57	#964d39
EipA	200,125,104	#c87d68
EipB_like	136,64,44	#88402c
Eisosome1	154,101,86	#9a6556
ElaD-SseL-like_C	53,196,44	#35c42c
ElaD_SseL-like_N	127,210,87	#7fd257
Elf-1_N	157,81,60	#9d513c
Elf1	136,96,208	#8860d0
Elf4	198,91,61	#c65b3d
Elicitin	160,73,49	#a04931
EloA-BP1	214,143,123	#d68f7b
Elong-fact-P_C	152,49,183	#9831b7
Elong_Iki1	53,185,221	#35b9dd
Elongin_A	189,107,57	#bd6b39
Emaravirus_P4	94,89,194	#5e59c2
Emfourin	220,104,72	#dc6848
Emr1	217,142,121	#d98e79
EmrE	151,81,37	#975125
EnY2	222,148,127	#de947f
Enamelin	221,103,71	#dd6747
Enas	161,80,57	#a15039
Enc34_ssDNA-bd	164,39,200	#a427c8
EncFtn-like	124,152,81	#7c9851
End3	203,133,113	#cb8571
EndA_linker	138,67,47	#8a432f
EndIII_4Fe-2S	226,104,70	#e26846
End_N_terminal	49,68,187	#3144bb
End_beta_barrel	216,83,126	#d8537e
End_beta_propel	152,57,88	#983958
End_tail_spike	142,88,61	#8e583d
EndoS_Ig-like	163,85,63	#a3553f
EndoS_helical	209,134,113	#d18671
EndoU_bacteria	150,91,166	#965ba6
Endomucin	144,73,53	#904935
Endonuc-BglII	57,138,59	#398a3b
Endonuc-BsobI	59,150,61	#3b963d
Endonuc-EcoRV	77,216,80	#4dd850
Endonuc-FokI_C	97,200,93	#61c85d
Endonuc-HincII	88,156,89	#589c59
Endonuc-MspI	106,197,108	#6ac56c
Endonuc-PvuII	89,166,91	#59a65b
Endonuc-dimeris	121,126,59	#797e3b
Endonuc_BglI	113,214,115	#71d673
Endonuc_Holl	113,196,115	#71c473
Endonuc_subdom	49,94,165	#315ea5
Endonuclea_NS_2	140,67,114	#8c4372
Endonuclease_1	195,43,140	#c32b8c
Endonuclease_5	70,153,104	#469968
Endonuclease_7	157,74,127	#9d4a7f
Endonuclease_NS	152,73,123	#98497b
Endopep_inhib	59,172,166	#3baca6
Endostatin	91,174,134	#5bae86
Endosulfine	144,66,45	#90422d
Endothelin	199,128,108	#c7806c
Endotoxin_C	51,93,125	#335d7d
Endotoxin_C2	24,40,144	#182890
Endotoxin_M	102,230,228	#66e6e4
Endotoxin_N	205,98,68	#cd6244
Endotoxin_mid	100,210,209	#64d2d1
Engrail_1_C_sig	207,106,79	#cf6a4f
Enkurin	215,140,119	#d78c77
Eno-Rase_FAD_bd	115,69,77	#73454d
Eno-Rase_NADH_b	171,109,120	#ab6d78
Enolase_C	164,119,67	#a47743
Enolase_N	55,48,122	#37307a
Enolase_like_N	76,66,169	#4c42a9
Enoyl_reductase	181,112,125	#b5707d
EntA_Immun	196,126,107	#c47e6b
Entericidin	218,139,117	#da8b75
Enterochelin_N	87,63,111	#573f6f
Enterotoxin_HS1	136,65,46	#88412e
Enterotoxin_ST	222,145,124	#de917c
Enterotoxin_a	145,155,70	#919b46
Enterotoxin_b	122,60,85	#7a3c55
Env-gp36	220,136,112	#dc8870
EpCAM_N	210,95,63	#d25f3f
Ependymin	94,157,169	#5e9da9
EphA2_TM	157,76,54	#9d4c36
Ephrin	125,50,122	#7d327a
Ephrin_lbd	91,127,154	#5b7f9a
Ephrin_rec_like	176,90,208	#b05ad0
Epiglycanin_C	201,119,96	#c97760
Epiglycanin_TR	203,122,100	#cb7a64
Epimerase	98,102,214	#6266d6
Epimerase_2	96,66,124	#60427c
Epimerization	220,220,120	#dcdc78
Epiplasmin	209,108,80	#d16c50
Eplus_motif	139,65,45	#8b412d
EpmC	153,91,74	#995b4a
EpoR_lig-bind	134,96,171	#8660ab
EppA_BapA	207,100,71	#cf6447
EpsG	50,100,184	#3264b8
Epsilon_antitox	145,94,80	#915e50
EptA_B_N	223,100,66	#df6442
EpuA	216,101,69	#d86545
Equine_IAV_S2	217,98,66	#d96242
Erf4	160,77,54	#a04d36
Erg28	205,98,68	#cd6244
ErmC	202,132,113	#ca8471
Ermin	45,43,137	#2d2b89
Erp_C	155,101,86	#9b6556
Erv26	215,141,121	#d78d79
EryCIII-like_C	93,64,120	#5d4078
EryCIII-like_N	101,70,129	#654681
Ery_res_leader1	201,127,107	#c97f6b
Ery_res_leader2	216,133,110	#d8856e
Eryth_link_C	137,63,43	#893f2b
Erythro-docking	69,149,215	#4595d7
Erythro_esteras	166,91,123	#a65b7b
Erythrovirus_X	202,130,110	#ca826e
Es2	206,129,108	#ce816c
EsV_1_7_cys	159,73,49	#9f4931
EspA	190,117,168	#be75a8
EspA_EspE	69,130,124	#45827c
EspB	82,178,136	#52b288
EspB_PE	67,128,122	#43807a
EspB_PPE	82,148,142	#52948e
EspF	147,73,53	#934935
EspG	199,101,74	#c7654a
EssA	165,105,88	#a56958
EstA_Ig_like	123,72,174	#7b48ae
Esterase	101,165,148	#65a594
Esterase_PHB	107,216,186	#6bd8ba
Esterase_phd	189,202,77	#bdca4d
Etd1	198,130,111	#c6826f
EthD	110,76,202	#6e4cca
EthR_C	191,172,89	#bfac59
Etmic-2	216,129,105	#d88169
Ets	207,213,110	#cfd56e
Ets1_N_flank	150,99,85	#966355
Euplotes_phero	223,112,81	#df7051
EutA	98,131,163	#6283a3
EutB	210,156,92	#d29c5c
EutC	206,105,77	#ce694d
EutH	91,76,155	#5b4c9b
EutK_C	199,209,55	#c7d137
EutN_CcmL	169,87,193	#a957c1
EutQ	49,76,128	#314c80
Evf	147,70,48	#934630
Evr1_Alr	219,136,113	#db8871
ExbD	161,104,88	#a16858
Exc	207,214,98	#cfd662
Excalibur	159,82,61	#9f523d
Exo5	75,212,78	#4bd44e
Exo70	189,72,183	#bd48b7
Exo70_C	86,147,56	#569338
Exo70_N	112,165,87	#70a557
Exo84_C	142,205,112	#8ecd70
ExoD	160,81,60	#a0513c
ExoU_C	226,149,128	#e29580
ExoU_mid_dom	225,109,77	#e16d4d
ExoX-like_C	148,72,51	#944833
Exo_endo_phos	119,195,253	#77c3fd
Exo_endo_phos2	106,149,181	#6a95b5
Exo_endo_phos_2	72,125,165	#487da5
Exo_endo_phos_3	75,124,161	#4b7ca1
Exo_endo_phos_PGAP2IP	103,171,222	#67abde
Exog_C	159,95,78	#9f5f4e
Exonuc_VIII	154,78,57	#9a4e39
Exonuc_VII_L	163,101,84	#a36554
Exonuc_VII_S	207,95,65	#cf5f41
Exonuc_V_gamma	34,173,211	#22add3
Exonuc_X-T_C	136,66,47	#88422f
Exop_C	104,145,176	#6891b0
Exosortase_EpsH	151,93,76	#975d4c
Exostosin	196,93,146	#c45d92
Exostosin_GT47	93,48,134	#5d3086
Exotox-A_bind	108,140,58	#6c8c3a
Exotox-A_cataly	113,120,55	#717837
Exotox-A_target	211,126,103	#d37e67
Expansin_C	129,93,165	#815da5
Exportin-5	110,154,88	#6e9a58
Exportin-T	82,144,52	#529034
ExsA_N	94,121,172	#5e79ac
ExsD	225,142,119	#e18e77
ExsD_C	150,75,55	#964b37
ExsD_M	202,91,60	#ca5b3c
Extensin-like_C	153,99,85	#996355
Extensin_1	138,87,72	#8a5748
Extensin_2	199,124,103	#c77c67
Exu_RNase_H_like	85,172,121	#55ac79
Ezh2-like__CXC_fung	131,242,198	#83f2c6
Ezh2_MCSS	141,72,52	#8d4834
Ezh2_MCSS_fung	139,92,79	#8b5c4f
EzrA	223,101,67	#df6543
F-112	133,138,65	#858a41
F-93_WHD	202,208,101	#cad065
F-actin_cap_A	201,131,112	#c98370
F-box	127,74,42	#7f4a2a
F-box-like	194,142,111	#c28e6f
F-box-like_2	177,104,60	#b1683c
F-box_4	189,133,100	#bd8564
F-box_5	133,97,74	#85614a
F-protein	160,105,89	#a06959
F1F0-ATPsyn_F	160,82,60	#a0523c
F420H2_quin_red	167,153,77	#a7994d
F420_ligase	221,99,65	#dd6341
F420_oxidored	128,72,83	#804853
F54D1_6_C	205,132,112	#cd8470
F5_F8_type_C	74,101,122	#4a657a
F5_F8_type_C_2	44,80,107	#2c506b
FA	144,95,82	#905f52
FAA_hydro_N_2	214,128,105	#d68069
FAA_hydrolase	137,233,97	#89e961
FAA_hydrolase_N	204,98,69	#cc6245
FACT-Spt16_Nlob	54,167,61	#36a73d
FAD-SLDH	226,102,67	#e26643
FAD-depend_C	164,72,89	#a44859
FAD-oxidase_C	131,64,186	#8340ba
FAD_SOX	119,83,149	#775395
FAD_binding-like	170,70,89	#aa4659
FAD_binding_1	91,64,220	#5b40dc
FAD_binding_2	113,70,78	#71464e
FAD_binding_3	182,175,59	#b6af3b
FAD_binding_4	140,176,78	#8cb04e
FAD_binding_5	107,135,58	#6b873a
FAD_binding_6	70,50,165	#4632a5
FAD_binding_7	166,83,60	#a6533c
FAD_binding_8	143,173,99	#8fad63
FAD_binding_9	166,215,96	#a6d760
FAD_oxidored	125,58,70	#7d3a46
FAD_syn	170,91,240	#aa5bf0
FAE1_CUT1_RppA	70,220,135	#46dc87
FAF	218,129,105	#da8169
FAF1	198,73,50	#c64932
FAIM1	153,96,80	#996050
FAINT	218,113,84	#da7154
FAKV_Clamp	220,110,80	#dc6e50
FAM101	146,89,74	#92594a
FAM104	141,83,68	#8d5344
FAM110_C	216,107,76	#d86b4c
FAM110_N	213,132,110	#d5846e
FAM117	210,97,66	#d26142
FAM124	144,93,79	#905d4f
FAM131	138,63,42	#8a3f2a
FAM150	88,213,94	#58d55e
FAM153	201,92,61	#c95c3d
FAM161A_B	199,127,107	#c77f6b
FAM163	225,108,76	#e16c4c
FAM165	225,146,125	#e1927d
FAM167	142,94,81	#8e5e51
FAM171A1-2-B_C	199,97,69	#c76145
FAM171A1-2-B_N	175,102,142	#af668e
FAM176	143,67,46	#8f432e
FAM177	148,94,79	#945e4f
FAM178	176,94,189	#b05ebd
FAM180	217,139,118	#d98b76
FAM181	214,181,97	#d6b561
FAM183	226,107,74	#e26b4a
FAM184	213,136,115	#d58873
FAM186A-B_C	137,63,42	#893f2a
FAM186A-B_N	222,101,68	#de6544
FAM186A_PQQAQ	138,84,70	#8a5446
FAM192A_Fyv6_N	143,84,68	#8f5444
FAM193_C	202,95,66	#ca5f42
FAM194	219,102,70	#db6646
FAM195	210,127,103	#d27f67
FAM196	209,138,118	#d18a76
FAM198	222,114,84	#de7254
FAM199X	148,67,45	#94432d
FAM209	158,101,85	#9e6555
FAM210A-B_dom	142,68,48	#8e4430
FAM212	151,100,86	#976456
FAM216B	206,93,62	#ce5d3e
FAM217	148,91,76	#945b4c
FAM219A	163,76,52	#a34c34
FAM220	210,99,68	#d26344
FAM221	145,65,43	#91412b
FAM222A	154,77,55	#9a4d37
FAM24	225,148,127	#e1947f
FAM25	151,74,53	#974a35
FAM27	136,70,52	#884634
FAM32A	153,75,54	#994b36
FAM35_C	182,146,77	#b6924d
FAM47	150,91,75	#965b4b
FAM53	148,73,52	#944934
FAM60A	160,101,85	#a06555
FAM70	224,137,112	#e08970
FAM72	101,216,141	#65d88d
FAM75	209,134,113	#d18671
FAM76	226,144,122	#e2907a
FAM83	128,212,87	#80d457
FAM86	138,84,69	#8a5445
FAM91_C	163,78,54	#a34e36
FAM91_N	163,98,80	#a36250
FAM92	193,86,213	#c156d5
FAN1_HTH	151,156,78	#979c4e
FAN1_TPR	165,226,136	#a5e288
FANCAA	143,71,51	#8f4733
FANCA_CTD	128,224,82	#80e052
FANCA_arcN	109,160,85	#6da055
FANCA_helical	211,127,104	#d37f68
FANCA_interact	204,124,102	#cc7c66
FANCD2OS	142,87,72	#8e5748
FANCF	86,145,58	#56913a
FANCI_HD1	134,226,89	#86e259
FANCI_HD2	96,162,65	#60a241
FANCI_S1	129,221,85	#81dd55
FANCI_S1-cap	109,152,89	#6d9859
FANCI_S2	101,144,81	#659051
FANCI_S3	146,207,116	#92cf74
FANCI_S4	161,231,127	#a1e77f
FANCL_C	62,170,65	#3eaa41
FANCL_d1	113,78,146	#714e92
FANCL_d2	166,121,209	#a679d1
FANCL_d3	157,114,197	#9d72c5
FANCM-MHF_bd	204,104,76	#cc684c
FANC_SAP	161,165,106	#a1a56a
FAO_M	144,94,81	#905e51
FAP	216,100,67	#d86443
FAP206	224,114,83	#e07253
FAP42_B2	72,96,114	#486072
FAP42_B3	111,148,176	#6f94b0
FAR1	132,76,85	#844c55
FARP	216,106,75	#d86a4b
FAS1_DH_region	156,112,184	#9c70b8
FAS1_thioest_ins	147,70,48	#934630
FAST_1	160,100,84	#a06454
FAST_2	206,133,113	#ce8571
FAS_AT_central	170,30,41	#aa1e29
FAS_I_H	227,139,115	#e38b73
FAS_N	140,87,72	#8c5748
FAS_meander	159,97,80	#9f6150
FAS_pseudo-KR	114,71,79	#72474f
FAT	157,229,123	#9de57b
FATC	215,129,105	#d78169
FAXC_N	210,109,81	#d26d51
FAZ1_C	223,139,116	#df8b74
FAZ1_cons	142,64,42	#8e402a
FA_FANCE	94,160,61	#5ea03d
FA_desaturase	235,151,142	#eb978e
FA_desaturase_2	115,153,56	#739938
FA_hydroxylase	236,111,97	#ec6f61
FA_synthesis	183,179,46	#b7b32e
FBA	78,131,170	#4e83aa
FBA_1	145,53,83	#913553
FBA_2	224,102,68	#e06644
FBA_3	202,104,136	#ca6888
FBD	149,102,199	#9566c7
FBF1	218,111,81	#da6f51
FBN_EGF_st1	140,77,164	#8c4da4
FBO_C	197,93,64	#c55d40
FBP_C	99,88,226	#6358e2
FBPase	127,130,72	#7f8248
FBPase_2	216,135,61	#d8873d
FBPase_3	162,100,83	#a26453
FBPase_C	207,92,61	#cf5c3d
FBPase_glpX	116,119,65	#747741
FBXL18_LRR	150,110,192	#966ec0
FB_lectin	78,166,74	#4ea64a
FCD	110,65,130	#6e4182
FCH	205,91,227	#cd5be3
FCP1_C	223,133,108	#df856c
FCSD-flav_bind	234,62,86	#ea3e56
FCSD_central	180,83,101	#b45365
FCaBP_EF-hand	104,152,169	#6898a9
FDC-SP	143,95,81	#8f5f51
FDF	144,66,45	#90422d
FDX-ACB	155,93,75	#9b5d4b
FERM_C	60,55,128	#3c3780
FERM_C1_MyoVII	64,60,126	#403c7e
FERM_C_FAK1	82,76,177	#524cb1
FERM_F1	182,101,80	#b66550
FERM_F2	170,90,70	#aa5a46
FERM_M	169,54,25	#a93619
FERM_N	138,81,164	#8a51a4
FERM_N_2	171,103,203	#ab67cb
FERM_f0	113,41,146	#712992
FEZ	204,124,102	#cc7c66
FF	136,82,158	#88529e
FF_RHG35_4th	129,41,164	#8129a4
FG-GAP	163,90,114	#a35a72
FG-GAP_2	204,67,112	#cc4370
FG-GAP_3	157,53,87	#9d3557
FGAR-AT_N	152,79,58	#984f3a
FGAR-AT_PurM_N-like	140,68,150	#8c4496
FGAR-AT_linker	161,106,91	#a16a5b
FGE-sulfatase	206,81,170	#ce51aa
FGF	92,89,173	#5c59ad
FGF-BP1	136,61,40	#883d28
FGFR3_TM	199,97,69	#c76145
FGGY_C	90,124,157	#5a7c9d
FGGY_C_2	75,119,162	#4b77a2
FGGY_N	70,117,164	#4675a4
FGase	211,186,90	#d3ba5a
FH2	210,105,75	#d2694b
FHA	95,74,159	#5f4a9f
FHA_2	87,63,155	#573f9b
FHBP_C	37,136,166	#2588a6
FHBP_N	41,142,172	#298eac
FHIPEP	144,88,72	#905848
FIBL-2	225,135,110	#e1876e
FIBP	157,70,46	#9d462e
FIGL1_N	212,98,66	#d46242
FIIND	176,89,137	#b05989
FIMAH	219,99,66	#db6342
FIMP	199,129,110	#c7816e
FIN1	196,89,59	#c4593b
FISNA	211,128,105	#d38069
FIST	218,134,110	#da866e
FIST_C	210,94,62	#d25e3e
FIT	117,141,26	#758d1a
FIT1_2	226,143,121	#e28f79
FIVAR	85,104,223	#5568df
FKBP-like_N	222,203,102	#decb66
FKBP15	216,97,64	#d86140
FKBP26_C	221,197,60	#ddc53c
FKBP26_IF	214,195,93	#d6c35d
FKBP_C	226,203,71	#e2cb47
FKBP_N	201,128,108	#c9806c
FKBP_N_2	216,198,98	#d8c662
FKRP_N	210,115,187	#d273bb
FKS1_dom1	206,104,76	#ce684c
FKS1_dom2	149,66,44	#95422c
FKTN_N	203,123,101	#cb7b65
FLAD1_M	224,140,117	#e08c75
FLIC_barrel	206,95,64	#ce5f40
FLILHELTA	136,64,44	#88402c
FLQE3_permease	141,68,48	#8d4430
FLYWCH	126,55,67	#7e3743
FLYWCH_N	198,126,106	#c67e6a
FLYWCH_u	200,97,69	#c86145
FLgD_tudor	48,165,47	#30a52f
FMN_bind	148,88,71	#945847
FMN_bind_2	169,154,73	#a99a49
FMN_dh	167,137,102	#a78966
FMN_red	124,60,111	#7c3c6f
FMO-like	203,74,151	#cb4a97
FMP23	202,91,61	#ca5b3d
FMP27-BLTP2_C	152,130,75	#98824b
FMP27-BLTP2_N	208,168,70	#d0a846
FN-plug_TEN1-4	115,59,169	#733ba9
FN3_7	97,72,122	#61487a
FN3_IL27B_N	124,92,157	#7c5c9d
FNG	154,94,78	#9a5e4e
FNIII-A_GpJ	77,108,131	#4d6c83
FNIP	91,52,133	#5b3485
